customer_id,customer_name,email,registration_date,customer_type
133,Michael Khare,michael.khare133@example.com,2023-12-22 12:12:59,REGULAR
134,Tejas Shroff,tejas.shroff134@example.com,2025-08-24 04:27:37,PREMIUM
135,Oliver Contractor,oliver.contractor135@,2025-11-15 15:03:37,VIP
136,Deepa Chokshi,deepa.chokshi136@example.com,2025-04-17 12:26:52,PREMIUM
137,Keya Ranganathan,keya.ranganathan137@example.com,2026-05-08 23:52:00,PREMIUM
138,Faqid Kibe,faqid.kibe138@example.com,2023-11-26 14:25:50,REGULAR
139,Jai Barman,jai.barman139@example.com,2024-08-13 22:07:40,REGULAR
140,Kamala Biswas,kamala.biswas140@example.com,2025-01-30 01:06:01,PREMIUM
141,Advik Salvi,advik.salvi141@example.com,2026-01-02 01:47:55,REGULAR
142,Rachita Pathak,rachita.pathak142@example.com,2025-06-17 03:13:52,VIP
143,Michael Saran,michael.saran143@example.com,2024-02-13 16:25:43,REGULAR
144,Veda Shroff,veda.shroff144@example.com,2024-11-16 01:31:11,REGULAR
145,Ekantika Korpal,ekantika.korpal145@example.com,2026-01-11 00:33:56,REGULAR
146,Arya Seshadri,arya.seshadri146@example.com,2024-04-25 20:00:18,REGULAR
147,Ladli Nayar,ladli.nayar147@example.com,2023-09-09 14:52:41,PREMIUM
148,Qabil Sura,qabil.sura148@example.com,2024-03-23 00:24:37,REGULAR
149,Harini Mammen,harini.mammen149@example.com,2026-03-04 20:25:00,PREMIUM
150,Advaith Varughese,advaith.varughese150@example.com,2026-05-16 00:24:18,REGULAR
151,Wyatt Ray,wyatt.ray151@example.com,2025-01-11 12:40:02,REGULAR
152,Vamakshi Swaminathan,vamakshi.swaminathan152@example.com,2024-11-29 11:40:05,REGULAR
153,Girik Menon,girik.menon153@example.com,2024-04-02 02:41:57,VIP
154,Damini Pillay,damini.pillay154@example.com,2024-12-26 05:02:43,REGULAR
155,Pavani Narayanan,pavani.narayanan155@example.com,2024-08-18 19:54:35,PREMIUM
156,Anika Mohan,anika.mohan156@example.com,2024-05-03 20:47:16,REGULAR
157,Reyansh Mutti,reyansh.mutti157@example.com,2023-12-15 09:46:46,PREMIUM
158,Rehaan Kalita,rehaan.kalita158@example.com,2025-10-04 21:09:09,PREMIUM
159,Barkha Chaudhry,barkha.chaudhry159@example.com,2026-01-13 01:04:32,REGULAR
160,Utkarsh Patel,utkarsh.patel160@example.com,2024-02-17 04:55:03,PREMIUM
161,Jonathan Mahal,jonathan.mahal161@example.com,2023-09-27 12:48:31,REGULAR
162,Brinda Date,brinda.date162@example.com,2025-06-19 13:38:26,VIP
163,Harshil Arora,harshil.arora163@example.com,2025-04-12 14:18:51,REGULAR
164,Varenya Sastry,varenya.sastry164@example.com,2024-08-06 23:59:47,PREMIUM
165,Zayyan Sridhar,zayyan.sridhar165@example.com,2023-12-09 13:59:18,REGULAR
166,Nandini Swamy,nandini.swamy166@example.com,2023-10-27 23:10:24,REGULAR
167,Max Dixit,max.dixit167@example.com,2025-12-21 03:43:53,REGULAR
168,Frederick Kothari,frederick.kothari168@example.com,2023-12-14 05:34:28,VIP
169,Upkaar Virk,upkaar.virk169@example.com,2024-09-18 06:18:02,PREMIUM
170,Chameli Sanghvi,chameli.sanghvi170@example.com,2024-06-30 08:49:03,REGULAR
171,Hardik Johal,hardik.johal171@example.com,2025-06-06 09:46:03,REGULAR
172,Finn Dugar,finn.dugar172@example.com,2024-04-21 13:46:50,REGULAR
173,Naksh Agate,naksh.agate173@example.com,2024-10-18 05:45:00,REGULAR
174,Bishakha Bali,bishakha.bali174@example.com,2024-04-12 15:17:56,PREMIUM
175,Sudiksha Bobal,sudiksha.bobal175@example.com,2025-08-11 07:36:26,REGULAR
176,Rudra Sandal,rudra.sandal176@example.com,2023-12-10 07:36:30,PREMIUM
177,Manthan Lata,manthan.lata177@example.com,2026-01-06 15:44:38,REGULAR
178,Darpan Gandhi,darpan.gandhi178@example.com,2025-12-01 10:23:34,REGULAR
179,Reva Dash,reva.dash179@example.com,2024-12-21 08:23:40,REGULAR
180,Neha Magar,neha.magar180@example.com,2025-01-24 04:46:19,REGULAR
181,Raksha Buch,raksha.buch181@example.com,2025-05-08 03:13:21,REGULAR
182,Ekantika Krishna,ekantika.krishna182@example.com,2023-09-06 14:23:33,REGULAR
183,Ansh Luthra,ansh.luthra183@example.com,2025-04-14 22:07:17,REGULAR
184,Upma Venkataraman,upma.venkataraman184@example.com,2025-07-04 02:22:23,PREMIUM
185,Pratyush Sarin,pratyush.sarin185@example.com,2025-06-16 06:46:03,VIP
186,Gavin Singhal,gavin.singhal186@example.com,2024-08-14 17:29:22,REGULAR
187,Ekani Cheema,ekani.cheema187@example.com,2026-02-08 18:55:59,VIP
188,Nisha Tandon,nisha.tandon188@example.com,2024-06-12 02:01:18,REGULAR
189,Balhaar Sha,balhaar.sha189@example.com,2023-11-11 20:32:31,REGULAR
190,Ekiya D’Alia,ekiya.d’alia190@example.com,2026-06-08 14:00:24,REGULAR
191,Yoshita Agarwal,yoshita.agarwal191@example.com,2025-07-10 15:38:03,REGULAR
192,Odika Bhagat,odika.bhagat192@example.com,2024-02-25 21:03:36,REGULAR
193,Wishi Sathe,wishi.sathe193@example.com,2025-10-27 15:55:47,PREMIUM
194,Amara Deep,amara.deep194@example.com,2026-04-24 07:05:41,PREMIUM
195,Vedhika Dara,vedhika.dara195@example.com,2023-09-09 19:12:37,REGULAR
196,Nathan Mukhopadhyay,nathan.mukhopadhyay196@example.com,2025-03-18 20:30:38,PREMIUM
197,Girik Kar,girik.kar197@example.com,2026-07-02 02:20:11,REGULAR
198,Triya Dalal,triya.dalal198@example.com,2025-06-30 01:13:22,REGULAR
199,Wishi Manne,wishi.manne199@example.com,2025-02-02 03:31:56,REGULAR
200,Ojasvi Subramanian,ojasvi.subramanian200@example.com,2026-06-19 07:12:37,REGULAR
201,Tanmayi Dhillon,tanmayi.dhillon201@example.com,2024-09-21 16:19:12,VIP
202,Ekaraj Majumdar,ekaraj.majumdar202@example.com,2025-11-10 04:14:21,PREMIUM
203,Harini Tripathi,harini.tripathi203@example.com,2024-05-20 15:57:23,PREMIUM
204,Barkha Misra,barkha.misra204@example.com,2026-01-18 05:00:50,REGULAR
205,Manthan Sekhon,manthan.sekhon205@example.com,2025-03-05 19:05:49,REGULAR
206,Gaurangi Purohit,gaurangi.purohit206@example.com,2024-12-07 02:59:11,PREMIUM
207,Ranbir Khare,ranbir.khare207@example.com,2025-04-10 04:21:51,REGULAR
208,Nirja Bassi,nirja.bassi208@example.com,2024-07-13 23:58:39,REGULAR
209,Lakshmi Raju,lakshmi.raju209@example.com,2026-06-28 00:04:41,REGULAR
210,Warhi Bansal,warhi.bansal210@example.com,2023-12-22 12:51:48,REGULAR
211,Harish Sarraf,harish.sarraf211@example.com,2023-11-24 06:26:55,REGULAR
212,Alexander Dhawan,alexander.dhawan212@example.com,2024-10-19 19:06:18,REGULAR
213,Falan Singh,falan.singh213@example.com,2025-11-19 14:30:47,PREMIUM
214,Hamsini Rao,hamsini.rao214@example.com,2025-07-02 07:36:12,PREMIUM
215,Lajita Nadig,lajita.nadig215@example.com,2025-06-07 18:35:58,REGULAR
216,Balendra Biswas,balendra.biswas216@example.com,2024-04-16 03:31:02,PREMIUM
217,Utkarsh Chana,utkarsh.chana217@example.com,2024-11-14 08:32:06,REGULAR
218,Harish Sawhney,harish.sawhney218@example.com,2024-02-03 06:34:53,REGULAR
219,Ayush Batra,ayush.batra219@example.com,2024-07-20 14:27:06,REGULAR
220,Chaaya Parmer,chaaya.parmer220@example.com,2024-09-12 08:44:12,REGULAR
221,Yash Wali,yash.wali221@example.com,2024-10-22 00:06:33,PREMIUM
222,Onkar Gill,onkar.gill222@example.com,2023-11-02 04:05:57,PREMIUM
223,Wridesh Tank,wridesh.tank223@example.com,2026-04-08 11:34:54,REGULAR
224,Vincent Shenoy,vincent.shenoy224@example.com,2025-06-19 14:32:06,REGULAR
225,Aadhya Andra,aadhya.andra225@example.com,2026-03-24 15:40:26,PREMIUM
226,Bhavna Dugar,bhavna.dugar226@example.com,2023-10-27 17:32:30,PREMIUM
227,Chandani Samra,chandani.samra227@example.com,2025-08-14 10:29:00,REGULAR
228,Chasmum Issac,chasmum.issac228@example.com,2026-07-09 16:17:00,REGULAR
229,Hredhaan Khalsa,hredhaan.khalsa229@example.com,2024-09-19 07:31:01,REGULAR
230,Chakrika Merchant,chakrika.merchant230@example.com,2023-09-02 10:02:01,REGULAR
231,Anvi Anand,anvi.anand231@example.com,2025-04-03 22:19:12,PREMIUM
232,Watika Mangat,watika.mangat232@example.com,2025-11-13 10:37:28,REGULAR
233,Indira Kanda,indira.kanda233@example.com,2025-06-18 05:38:10,REGULAR
234,Laksh Chatterjee,laksh.chatterjee234@example.com,2026-03-29 10:36:10,REGULAR
235,Dayamai Sastry,dayamai.sastry235@example.com,2023-09-14 14:08:14,REGULAR
236,Karan Chana,karan.chana236@example.com,2026-04-05 01:44:09,PREMIUM
237,Ojasvi Gill,ojasvi.gill237@example.com,2024-03-10 22:51:37,PREMIUM
238,Yachana Mahajan,yachana.mahajan238@example.com,2026-01-10 17:57:33,REGULAR
239,Vasatika Merchant,vasatika.merchant239@example.com,2025-10-13 08:31:55,REGULAR
240,Ishwar Sidhu,ishwar.sidhu240@example.com,2026-05-31 19:35:06,VIP
241,Upkaar Ranganathan,upkaar.ranganathan241@example.com,2026-06-05 11:28:43,REGULAR
242,Gautam Rana,gautam.rana242@example.com,2023-08-24 20:57:38,PREMIUM
243,Suhani Pillay,suhani.pillay243@example.com,2025-07-26 19:26:15,PREMIUM
244,Lakshmi Prabhu,lakshmi.prabhu244@example.com,2023-12-03 11:12:22,PREMIUM
245,Urishilla Bakshi,urishilla.bakshi245@example.com,2025-05-31 01:10:42,REGULAR
246,Timothy Bhatnagar,timothy.bhatnagar246@example.com,2025-06-16 22:35:55,REGULAR
247,Chasmum Rege,chasmum.rege247@example.com,2023-12-12 08:10:36,PREMIUM
248,Baljiwan Modi,baljiwan.modi248@example.com,2026-07-06 00:10:26,PREMIUM
249,Gunbir Keer,gunbir.keer249@example.com,2026-03-12 05:50:09,VIP
250,Lipika Setty,lipika.setty250@example.com,2024-09-08 06:49:31,VIP
251,Mohammed Sachdeva,mohammed.sachdeva251@example.com,2025-07-07 17:37:07,PREMIUM
252,Nikita Mammen,nikita.mammen252@example.com,2023-09-13 21:33:48,REGULAR
253,Teerth Sawhney,teerth.sawhney253@example.com,2024-11-25 18:43:39,REGULAR
254,Janani Chaudhary,janani.chaudhary254@example.com,2026-06-20 00:40:29,REGULAR
255,Jagrati Bhat,jagrati.bhat255@example.com,2024-10-07 04:24:56,REGULAR
256,Jason Sha,jason.sha256@example.com,2023-11-15 16:55:56,REGULAR
257,Ansh Bedi,ansh.bedi257@example.com,2025-11-25 05:14:03,REGULAR
258,Jeremiah Jha,jeremiah.jha258@example.com,2023-10-22 03:16:09,REGULAR
259,Tarak Kaul,tarak.kaul259@example.com,2024-07-25 01:26:51,REGULAR
260,Aarnav Malhotra,aarnav.malhotra260@example.com,2026-02-09 12:08:27,REGULAR
261,Kalpit Zachariah,kalpit.zachariah261@example.com,2024-05-03 01:37:32,VIP
262,Imaran Bal,imaran.bal262@example.com,2023-12-28 10:56:21,REGULAR
263,Wazir Naik,wazir.naik263@example.com,2023-08-26 20:34:40,PREMIUM
264,Charles Date,charles.date264@example.com,2025-10-08 04:45:13,REGULAR
265,Devansh Soni,devansh.soni265@example.com,2024-11-29 14:14:30,REGULAR
266,Yochana Chopra,yochana.chopra266@example.com,2024-12-03 13:36:45,REGULAR
267,Caleb Verma,caleb.verma267@example.com,2024-06-26 08:56:33,REGULAR
268,Darsh Srinivas,darsh.srinivas268@example.com,2026-01-28 16:09:03,VIP
269,Hritik Swaminathan,hritik.swaminathan269@example.com,2025-09-06 23:12:23,PREMIUM
270,Ethan Buch,ethan.buch270@example.com,2024-07-18 04:35:49,REGULAR
271,Dominic Date,dominic.date271@example.com,2024-05-29 00:29:19,VIP
272,Lakshmi Wali,lakshmi.wali272@example.com,2024-06-19 04:48:33,VIP
273,Hardik Contractor,hardik.contractor273@example.com,2026-02-03 12:37:19,VIP
274,Qushi Seth,qushi.seth274@example.com,2026-03-13 03:06:01,REGULAR
275,Harinakshi Setty,harinakshi.setty275@example.com,2024-10-07 19:30:50,REGULAR
276,Dhriti Sane,dhriti.sane276@example.com,2024-07-07 23:27:08,REGULAR
277,Kavya Dua,kavya.dua277@example.com,2025-08-10 17:11:25,PREMIUM
278,Ekalinga Chand,ekalinga.chand278@example.com,2026-01-12 03:10:40,REGULAR
279,Rachana Char,rachana.char279@example.com,2025-10-11 06:09:17,REGULAR
280,Kalpit Bhasin,kalpit.bhasin280@example.com,2025-04-25 19:22:11,REGULAR
281,Jason Roy,jason.roy281@example.com,2024-08-20 17:36:45,REGULAR
282,Charan Mani,charan.mani282@example.com,2025-05-10 15:54:16,REGULAR
283,Hemang Tripathi,hemang.tripathi283@example.com,2024-03-23 16:14:07,REGULAR
284,Udarsh Chokshi,udarsh.chokshi284@example.com,2024-08-17 00:32:03,REGULAR
285,Ishwar Mallick,ishwar.mallick285@example.com,2025-04-12 15:13:45,REGULAR
286,Atharv Loke,atharv.loke286@example.com,2023-09-09 21:21:05,PREMIUM
287,Dayamai Nori,dayamai.nori287@example.com,2024-08-17 23:47:08,VIP
288,Luke Rattan,luke.rattan288@example.com,2023-10-23 04:12:14,REGULAR
289,Gavin Wali,gavin.wali289@example.com,2024-03-26 05:26:42,REGULAR
290,Sudiksha Om,sudiksha.om290@example.com,2024-01-24 17:36:50,REGULAR
291,Ekta Chad,ekta.chad291@example.com,2026-03-08 01:41:09,REGULAR
292,Nakul Bawa,nakul.bawa292@example.com,2025-07-28 00:35:33,PREMIUM
293,Saanvi Samra,saanvi.samra293@example.com,2025-01-08 10:06:34,PREMIUM
294,Oeshi Mahajan,oeshi.mahajan294@example.com,2024-03-26 16:35:40,REGULAR
295,Hemani Sani,hemani.sani295@example.com,2023-12-06 04:14:26,REGULAR
296,Darika Bath,darika.bath296@example.com,2024-03-31 23:08:19,REGULAR
297,Abhimanyu Jayaraman,abhimanyu.jayaraman297@example.com,2024-06-26 03:32:55,REGULAR
298,Laksh Kumer,laksh.kumer298@example.com,2024-06-13 09:27:08,REGULAR
299,Abhimanyu Tank,abhimanyu.tank299@example.com,2025-10-13 20:09:33,REGULAR
300,Kai Rai,kai.rai300@example.com,2025-02-27 09:44:20,REGULAR
301,Xiti Pandya,xiti.pandya301@example.com,2023-10-25 19:52:06,REGULAR
302,Rajata Bahl,rajata.bahl302@example.com,2024-12-11 19:43:42,PREMIUM
303,Dhriti Sanghvi,dhriti.sanghvi303@example.com,2025-04-11 21:19:26,REGULAR
304,Bimala Contractor,bimala.contractor304@example.com,2024-10-14 12:38:30,REGULAR
305,Onveer Sharma,onveer.sharma305@example.com,2026-01-12 09:40:21,PREMIUM
306,Gaurang Sarkar,gaurang.sarkar306@example.com,2026-01-25 16:12:00,REGULAR
307,Rajata Rattan,rajata.rattan307@example.com,2025-02-18 05:21:17,VIP
308,Dayita Nori,dayita.nori308@example.com,2024-04-02 02:04:36,REGULAR
309,Faraj Uppal,faraj.uppal309@example.com,2025-06-14 14:52:53,REGULAR
310,Ikshita Panchal,ikshita.panchal310@example.com,2025-09-22 22:08:48,PREMIUM
311,Warinder Chauhan,warinder.chauhan311@example.com,2024-01-13 01:16:06,PREMIUM
312,Oscar Dua,oscar.dua312@example.com,2025-10-27 21:40:34,PREMIUM
313,Peter Tak,peter.tak313@example.com,2024-12-16 07:04:50,PREMIUM
314,Ekantika Mutti,ekantika.mutti314@example.com,2024-01-17 20:39:28,REGULAR
315,Upasna Sathe,upasna.sathe315@example.com,2025-06-12 15:50:57,REGULAR
316,Daksh Pandey,daksh.pandey316@example.com,2025-01-31 12:17:00,PREMIUM
317,Triya Seth,triya.seth317@example.com,2023-09-19 02:36:42,REGULAR
318,Bhavini Bose,bhavini.bose318@example.com,2025-06-26 19:24:58,PREMIUM
319,Yashica Rajagopalan,yashica.rajagopalan319@example.com,2024-12-14 23:20:28,REGULAR
320,Shivani Guha,shivani.guha320@example.com,2024-07-17 13:38:19,REGULAR
321,Yachana Dora,yachana.dora321@example.com,2026-05-26 07:22:43,REGULAR
322,Harshil Oza,harshil.oza322@example.com,2026-06-21 13:56:54,REGULAR
323,Yamini Gera,yamini.gera323@,2023-09-20 17:51:15,REGULAR
